tienda,pais,moneda,categoria,producto,clave_canonica,precio_raw,precio_usd,precio_eur,precio_brl,precio_mxn,precio_gbp,url_producto,fecha_extraccion,fecha_staging
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, Ips, Adaptive Sync, 120hz, 1ms – Asus VA249HG",asus va249hg,$265.00,265.0,232.33,1368.43,4630.98,200.31,https://tecnogame.ec/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 22″ Fhd, 120Hz, Adaptive Sync, Hdmi, Dp – Armaggeddon Pixxel PF22HD Super WH",armaggeddon pf22hd,$159.00,159.0,139.4,821.06,2778.59,120.18,https://tecnogame.ec/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,Monitor MSI gamer MAG 272QP QD-OLED X50 26.5″ QD-Oled WQHD 500Hz,msi 272qp,"$1,194.26",1194.26,1047.04,6167.04,20870.17,902.71,https://tecnogame.ec/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,Monitor Asrock gamer PG27FFX2A 27 inch LED IPS FHD (1920 x,asrock pg27ffx2a,$928.00,928.0,813.61,4792.1,16217.17,701.45,https://tecnogame.ec/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,Monitor BenQ gamer Zowie XL2731K 27 inch FHD 165Hz 1ms HDMI-DisplayPort,benq xl2731k,$609.07,609.07,533.99,3145.18,10643.74,460.38,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 25″ Fhd, IPS, Adaptive Sync, 0.5ms, 240Hz – Msi Mag 245F X24",msi 245f,$269.00,269.0,235.84,1389.09,4700.88,203.33,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ FHD, 100Hz, Hdmi, Vga – Xtratech XTM24",xtratech xtm24,$149.00,149.0,130.63,769.42,2603.83,112.62,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, Ips, 200hz, 1 ms, Adaptive Sync – Xiaomi G24i 2026",xiaomi g24i,$255.00,255.0,223.57,1316.79,4456.23,192.75,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, Ips, Adaptive Sync, 144hz, 1ms – LG 24G411A-B",lg 24g411a-b,$194.00,194.0,170.09,1001.8,3390.23,146.64,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ 2K 2560 x 1440, Curvo, Adaptive Sync, 1ms, 165Hz – Samsung Odyssey G5 G55C",samsung g55c,$355.00,355.0,311.24,1833.18,6203.77,268.33,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 20″ HD+ 1600×900, 75Hz, Hdmi – LG 20U401A-B",lg 20u401a-b,$98.00,98.0,85.92,506.06,1712.59,74.08,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 25″ FHD, Adaptive Sync, 240Hz, 0.3ms – Asus Tuf VG259QM5A",asus vg259qm5a,$275.00,275.0,241.1,1420.07,4805.74,207.86,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ 2K Ips, 100Hz, Adaptive Sync, Hdmi, Dp – Armaggeddon XF27QHD",armaggeddon xf27qhd,$259.00,259.0,227.07,1337.45,4526.13,195.77,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd Gamer, 200hz, 1ms, Rgb, Dp, Hdmi – ENV 1887",sin_clasificar,$195.00,195.0,170.96,1006.96,3407.7,147.39,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd Ips, 180hz, 1ms – ENV 3524",sin_clasificar,$185.00,185.0,162.2,955.32,3232.95,139.84,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd Ips, 120Hz, Adaptive Sync, Hdmi, Dp – Armaggeddon Pixxel XF24HD",armaggeddon xf24hd,$178.00,178.0,156.06,919.17,3110.62,134.54,https://tecnogame.ec/page/2/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, 100Hz, Hdmi, Vga – Rca W2427SG",rca w2427sg,$149.00,149.0,130.63,769.42,2603.83,112.62,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor Gamer 25″ Fhd, Ips, 100Hz, 1ms, Adaptive Sync – Asrock CL25FF",asrock cl25ff,$199.00,199.0,174.47,1027.62,3477.6,150.42,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ Fhd, Ips, Adaptive Sync, 180Hz, 1ms – Gigabyte GS27FA",gigabyte gs27fa,$249.00,249.0,218.31,1285.81,4351.37,188.21,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ Fhd, Curvo, Adaptive Sync, 280Hz, 0.5ms – Msi 276CXF",msi 276cxf,$329.00,329.0,288.44,1698.92,5749.41,248.68,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 25″ Fhd, Rapid IPS, Adaptive Sync, 0.5ms, 200Hz – Msi 255F E20",msi 255f,$249.00,249.0,218.31,1285.81,4351.37,188.21,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, Curvo, Adaptive Sync, 1ms, 180Hz – Msi Mag 242C",msi 242c,$269.00,269.0,235.84,1389.09,4700.88,203.33,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ Fhd, Ips, Adaptive Sync, 120hz, 1ms – Asus VA279HG",asus va279hg,$279.00 $249.00,249.0,218.31,1285.81,4351.37,188.21,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Fhd, Ips, Adaptive Sync, 100hz, 1ms – Asus VZ24EHF",asus vz24ehf,$219.00,219.0,192.0,1130.89,3827.11,165.54,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ Fhd, Ips, Adaptive Sync – Asus VA27EYE",asus va27eye,$249.00,249.0,218.31,1285.81,4351.37,188.21,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 20″ 1600×900, 75Hz, Hdmi, Vga – Xtratech XTM19",xtratech xtm19,$83.00,83.0,72.77,428.6,1450.46,62.74,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 27″ Fhd, Ips, Adaptive Sync, 180Hz, 1ms – Msi G2712F",msi g2712f,$289.00,289.0,253.37,1492.37,5050.39,218.45,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,MONITOR,"Monitor 24″ Corporativo, Fhd, Adaptive Sync, 100hz, 1ms – Msi MP2412",msi mp2412,$199.00,199.0,174.47,1027.62,3477.6,150.42,https://tecnogame.ec/page/3/?s=monitor&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer 80% Sw Rojo – Xtrike Me GK-989,xtrikeme teclado gk-989,$24.00,24.0,21.04,123.93,419.41,18.14,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Usb C/ Cable RGB – Xtrike Me KB-309,xtrikeme teclado kb-309,$13.00,13.0,11.4,67.13,227.18,9.83,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer 80% Sw Rojo – Xtrike Me GK-997,xtrikeme teclado gk-997,$27.00,27.0,23.67,139.43,471.84,20.41,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer 60% Rgb – Xtrike Me GK-916,xtrikeme teclado gk-916,$23.00,23.0,20.16,118.77,401.93,17.39,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer 60% Sw Rojo – Xtrike Me GK-996,xtrikeme teclado gk-996,$25.00,25.0,21.92,129.1,436.88,18.9,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Mecánico Rgb 100% – Genius Scorpion K12,genius teclado k12,$27.00,27.0,23.67,139.43,471.84,20.41,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico 60% Gamer Rgb – Marvo KG933 BK SW RED,marvo teclado kg933,$32.00,32.0,28.06,165.24,559.21,24.19,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer Rgb 60% – Primus BALLISTA61T,primus teclado ballista61t,$42.00,42.0,36.82,216.88,733.97,31.75,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Estándar Español Multimedia – Quasad QK-440C,quasad teclado qk-440c,$9.00,9.0,7.89,46.48,157.28,6.8,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Multimedia Rgb – Marvo K602,marvo teclado k602,$15.00,15.0,13.15,77.46,262.13,11.34,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Usb Multimedia – Evil Pc 572EG,evilpc teclado 572eg,$15.00,15.0,13.15,77.46,262.13,11.34,https://tecnogame.ec/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Multimedia Usb Cable WH – Genius Slimstar 126,sin_clasificar,$12.00,12.0,10.52,61.97,209.7,9.07,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Mecanico Rgb 100% – Evil PC KB-772EG,evilpc teclado kb-772eg,$30.00,30.0,26.3,154.92,524.26,22.68,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Mecanico Gamer 80% Rgb – Marvo KG901 Krone 87,marvo teclado kg901,$40.00,40.0,35.07,206.56,699.02,30.23,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Teclado Gamer Mecanico Rgb 100% – Quasad QKM-G80,quasad teclado qkm-g80,$29.00,29.0,25.43,149.75,506.79,21.92,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,"Combo Gamer Teclado, Mouse, Audif, Pad – Alcatroz X Craft Basecamp",sin_clasificar,$24.00,24.0,21.04,123.93,419.41,18.14,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,"Combo Teclado, Mouse, Usb, Inalambrico – Env G10",env combo g10,$12.00,12.0,10.52,61.97,209.7,9.07,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,"Combo Gamer Teclado, Mouse, Audif, Pad – Env 9182 GE08",env combo ge08,$21.00,21.0,18.41,108.44,366.98,15.87,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Mouse + Teclado Gamer – Env 9183 G09,env combo g09,$12.00,12.0,10.52,61.97,209.7,9.07,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Teclado y Mouse Gamer Usb – Alcatroz XC3000,alcatroz combo xc3000,$15.00,15.0,13.15,77.46,262.13,11.34,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Teclado Mecanico + Mouse Calidad Rgb – Cougar Combat,sin_clasificar,$59.00,59.0,51.73,304.67,1031.05,44.6,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Teclado + Mouse Inalámbrico Recargable – Quasad QC-4583,quasad combo qc-4583,$20.00,20.0,17.53,103.28,349.51,15.12,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Teclado Y Mouse Usb AntiSalpicaduras – Logitech MK120,logitech combo mk120,$24.00,24.0,21.04,123.93,419.41,18.14,https://tecnogame.ec/page/2/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Combo Gamer Teclado + Mouse C/ Cable USB – MSI GK100,msi combo gk100,$26.00,26.0,22.79,134.26,454.36,19.65,https://tecnogame.ec/page/3/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,"Combo Gamer Teclado, Mouse, Audif, Pad – Xrike Me CMX-415 SP",sin_clasificar,$25.00,25.0,21.92,129.1,436.88,18.9,https://tecnogame.ec/page/3/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,"Combo Gamer Teclado, Mouse, Pad – Marvo CM310",marvo combo cm310,$23.00,23.0,20.16,118.77,401.93,17.39,https://tecnogame.ec/page/3/?s=teclado&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer P/Pc Rgb – Evil PC MS-225EG,evilpc mouse ms-225eg,$10.00,10.0,8.77,51.64,174.75,7.56,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer Alambrico Usb P/Pc RGB – Corsair Katar Pro,sin_clasificar,$28.00,28.0,24.55,144.59,489.31,21.16,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer P/Pc Rgb 6 Botones – Genius M-700,genius mouse m-700,$14.00,14.0,12.27,72.29,244.66,10.58,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer Programable Rgb – Logitech G502 Hero,logitech mouse g502,$55.00,55.0,48.22,284.01,961.15,41.57,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalambrico Usb Colores – Logitech M170,logitech mouse m170,$14.50,14.5,12.71,74.88,253.39,10.96,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalambrico Usb – Genius NX-7005,genius mouse nx-7005,$10.00,10.0,8.77,51.64,174.75,7.56,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse C/ Cable Usb – Genius Micro Traveler,sin_clasificar,$8.50,8.5,7.45,43.89,148.54,6.42,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalambrico Usb Blue – Genius NX-7007,genius mouse nx-7007,$11.00,11.0,9.64,56.8,192.23,8.31,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalambrico Usb – Genius Nx-8008S Bk,genius mouse nx-8008s,$12.00,12.0,10.52,61.97,209.7,9.07,https://tecnogame.ec/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer P/Pc Rgb – MSI GM08,msi mouse gm08,$16.00,16.0,14.03,82.62,279.61,12.09,https://tecnogame.ec/page/2/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalambrico Usb – Microsoft 1850,sin_clasificar,$15.00,15.0,13.15,77.46,262.13,11.34,https://tecnogame.ec/page/2/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Inalámbrico Gamer Programable – Logitech G305,logitech mouse g305,$48.00,48.0,42.08,247.87,838.82,36.28,https://tecnogame.ec/page/2/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Mouse Gamer Programable Rgb – Logitech Prodigy G203,logitech mouse g203,$25.00,25.0,21.92,129.1,436.88,18.9,https://tecnogame.ec/page/2/?s=mouse&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifonos Inalambricos Bluetooth 5.4 Tws – Xiaomi Redmi Buds 6 Play,sin_clasificar,$20.00,20.0,17.53,103.28,349.51,15.12,https://tecnogame.ec/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono C/ Mic Earbuds tipo C – Thonet & Vander Klein,sin_clasificar,$15.00 $13.00,13.0,11.4,67.13,227.18,9.83,https://tecnogame.ec/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Inalámbrico Bt 5 40H – Jbl TUNE 510BT WH,jbl audifonos 510bt,$55.00,55.0,48.22,284.01,961.15,41.57,https://tecnogame.ec/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Inalambrico BT5 C/ Estuche – Universal Y90,sin_clasificar,$11.00,11.0,9.64,56.8,192.23,8.31,https://tecnogame.ec/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Inalambrico BT 5.3 C/ Estuche – Genius M910BT,genius audifonos m910bt,$18.00,18.0,15.78,92.95,314.56,13.61,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer Rgb P/ Pc C/ Mic – Xtrike Me HP-318,xtrikeme audifonos hp-318,$15.00,15.0,13.15,77.46,262.13,11.34,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer USB P/ Pc Mic Rgb – Xtrike Me GH-416 516,xtrikeme audifonos gh-416,$20.00,20.0,17.53,103.28,349.51,15.12,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer USB P/ Pc Mic Rgb – Marvo HG8921,marvo audifonos hg8921,$23.00,23.0,20.16,118.77,401.93,17.39,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer Inalambrico C/ Mic Usb Bt – Primus ARCUS360BT,primus audifonos arcus360bt,$55.00,55.0,48.22,284.01,961.15,41.57,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer P/ Pc C/ Mic – Logitech G335 MINT,logitech audifonos g335,$75.00,75.0,65.75,387.29,1310.66,56.69,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
TecnoGame,Ecuador,USD,PERIFERICO,Audifono Gamer Inal P/ Pc C/ Mic – Logitech G435,logitech audifonos g435,$79.00,79.0,69.26,407.95,1380.56,59.71,https://tecnogame.ec/page/2/?s=audifonos&post_type=product#,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,Procesador Intel Core Ultra 5 250K Plus | Turbo 5.3GHz | 18-Cores | LGA1851,core ultra 5 250k,$337.99 Inc. IVA,337.99,296.33,1745.35,5906.51,255.48,https://www.tecnosmart.com.ec/producto/procesador-intel-core-ultra-5-250k-plus-turbo-5-3ghz-18-cores-lga1851/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,Procesador AMD Ryzen 3 3200G – Con gráficos Radeon VEGA 8,ryzen 3 3200g,$95.99 Inc. IVA,95.99,84.16,495.68,1677.46,72.56,https://www.tecnosmart.com.ec/producto/procesador-amd-ryzen-3-3200g-con-graficos-radeon-vega-8/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,Procesador Intel Core Ultra 7 270K Plus | 24-Cores | LGA1181,core ultra 7 270k,$502.99 Inc. IVA,502.99,440.99,2597.39,8789.95,380.2,https://www.tecnosmart.com.ec/producto/procesador-intel-core-ultra-7-270k-plus-24-cores-3-7ghz-base-36mb-lga1851-125w-base/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE i5-14400 – 2.5GHZ – 14TH – LGA1700 – UHD770 – 10 CORES – 20MB CACHE,core i5-14400,$305.99 Inc. IVA,305.99,268.27,1580.1,5347.3,231.29,https://www.tecnosmart.com.ec/producto/procesador-intel-core-i5-14400-2-5ghz-14th-lga1700-uhd770-10-cores-20mb-cache/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE i3-13100F – 3.40GHZ – 13TH – LGA1700 – 4 CORES – 12MB CACHE,core i3-13100f,$175.99 Inc. IVA,175.99,154.3,908.79,3075.5,133.03,https://www.tecnosmart.com.ec/producto/procesador-intel-core-i3-13100f-3-40ghz-13th-lga1700-4-cores-12mb-cache/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,Procesador Intel Core i7-14700K 20-Cores/28-Hilos (8P+12E) Base 3.4GHz Turbo 5.4GHz – Caché 33MB – Gráficos Intel – LGA1700 14th Gen,core i7-14700k,$619.99 Inc. IVA,619.99,543.56,3201.57,10834.57,468.63,https://www.tecnosmart.com.ec/producto/procesador-intel-core-i7-14700k-20-cores-28-hilos-8p12e-base-3-4ghz-turbo-5-4ghz-cache-33mb-graficos-intel-lga1700-14th-gen/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE i7-8700K – 12MB – 3.7GHZ – LGA1151 – 6-CORES – 95W – INTEL GRAPHICS,core i7-8700k,$115.99 Inc. IVA,115.99,101.69,598.96,2026.97,87.67,https://www.tecnosmart.com.ec/producto/producto-180/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,Procesador Intel Core i7-14700F | 8-CORES / 20-THREADS | 28MB | LGA1700 | Sin Gráficos.,core i7-14700f,$514.99 Inc. IVA,514.99,451.51,2659.36,8999.66,389.27,https://www.tecnosmart.com.ec/producto/producto-138/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE i7-14700 – 3.40GHZ BASE – 33MB – LGA1700,core i7-14700,$567.99 Inc. IVA,567.99,497.97,2933.04,9925.85,429.33,https://www.tecnosmart.com.ec/producto/producto-137/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 7 265KF – BASE 3.9 GHZ – 30MB – LGA1851 – 20-cores (8P+12E) – 250W,core ultra 7 265kf,$369.99 Inc. IVA,369.99,324.38,1910.59,6465.72,279.66,https://www.tecnosmart.com.ec/producto/procesador-intel-core-ultra-7-265kf-base-3-9-ghz-30mb-lga1851-20-cores-8p12e-250w/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR INTEL CORE ULTRA 5 225 – 20MB – 4.9GHZ – LGA1851 – 10-CORES – 65W – INTEL GRAPHICS,core ultra 5 225,$272.99 Inc. IVA,272.99,239.34,1409.69,4770.61,206.34,https://www.tecnosmart.com.ec/producto/procesador-intel-core-ultra-5-225-20mb-4-9ghz-lga1851-10-cores-65w-intel-graphics/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 9 9950X 4.3GHz – TURBO 5.7GHZ – 16 CORES – 32 HILOS – AM5 – 170W,ryzen 9 9950x,$886.99 Inc. IVA,886.99,777.65,4580.33,15500.51,670.45,https://www.tecnosmart.com.ec/producto/procesador-amd-ryzen-9-9950x-4-3ghz-turbo-5-7ghz-16-cores-32-hilos-am5-170w/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 9700X – AMD AM5 – ZEN 5 – 65W – 8 CORES – 16 THREAD,ryzen 7 9700x,$490.99 Inc. IVA,490.99,430.47,2535.42,8580.25,371.12,https://www.tecnosmart.com.ec/producto/procesador-amd-ryzen-7-9700x-amd-am5-zen-5-65w-8-cores-16-thread/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 8700G 4.2GHz BASE – 8 CORES – 16 HILOS – AM5 – 65W – WITH RADEON™ GRAPHICS,ryzen 7 8700g,$353.99 Inc. IVA,353.99,310.35,1827.97,6186.12,267.57,https://www.tecnosmart.com.ec/producto/procesador-amd-ryzen-7-8700g-4-2ghz-base-8-cores-16-hilos-am5-65w-with-radeon-graphics/,2026-06-30,2026-08-05
Tecnosmart,Ecuador,USD,CPU,PROCESADOR AMD RYZEN 7 7800X3D – 8 CORES – BASE 4.2GHZ – AM5 – CACHE 8MB,ryzen 7 7800x3d,$599.99 Inc. IVA,599.99,526.03,3098.29,10485.07,453.51,https://www.tecnosmart.com.ec/producto/procesador-amd-ryzen-7-7800x3d-8-cores-base-4-2ghz-am5-cache-8mb/,2026-06-30,2026-08-05
